card_id,name,set_code,supertype,subtypes,types,rarity,hp,retreat_count,is_basic,is_stage1,is_stage2,flavor_text,num_attacks,max_damage,min_cost,max_cost,avg_dpe,has_ability,num_abilities,txt_draw,txt_search,txt_heal,txt_status,txt_accel,txt_discard,txt_coin,txt_counter,txt_switch,txt_prevent,attack_text
base3-22,Hitmonlee,base3,Pokémon,Basic,Fighting,Rare,60.0,1,1,0,0,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",2,50,2,3,8.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)  "
base3-23,Hypno,base3,Pokémon,Stage 1,Psychic,Rare,90.0,2,0,1,0,"When it locks eyes with an enemy, it will use a mix of psi moves such as Hypnosis and Confusion.",2,30,1,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,"Look at up to 3 cards from the top of either player's deck and rearrange them as you like. If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.) "
base3-24,Kabutops,base3,Pokémon,Stage 2,Fighting,Rare,60.0,1,0,0,1,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids. ,2,40,2,4,12.5,0,0,0,0,0,0,0,0,0,1,0,0," Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them. "
base3-25,Lapras,base3,Pokémon,Basic,Water,Rare,80.0,2,1,0,0,A Pokémon that has been overhunted almost to extinction. It can ferry people across water.,2,10,1,2,7.5,0,0,0,0,0,1,0,0,1,0,0,0,"Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. Flip a coin. If heads, the Defending Pokémon is now Confused. "
base3-26,Magneton,base3,Pokémon,Stage 1,Lightning,Rare,80.0,2,0,1,0,Formed by several Magnemites linked together. They frequently appear when sunspots flare up.,2,100,2,4,17.5,0,0,0,0,0,0,0,0,0,0,0,0,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 100 damage to itself. 
base3-27,Moltres,base3,Pokémon,Basic,Fire,Rare,70.0,2,1,0,0,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,2,80,1,4,10.0,0,0,0,0,0,0,0,1,1,0,0,0,"You may discard any number of Fire Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck. Flip a coin. If tails, this attack does nothing. "
base3-28,Muk,base3,Pokémon,Stage 1,Grass,Rare,70.0,2,0,1,0,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",1,30,3,3,10.0,1,1,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. Ignore all Pokémon Powers other than Toxic Gases. This power stops working while Muk is Asleep, Confused, or Paralyzed. Toxic Gas"
base3-29,Raichu,base3,Pokémon,Stage 1,Lightning,Rare,90.0,1,0,1,0,Its long tail serves as a ground to protect itself from its own high voltage power.,1,30,4,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,"Choose 3 of your opponent's Benched Pokémon and this attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) If your opponent has fewer than 3 Benched Pokémon, do that damage to each of them. "
base3-30,Zapdos,base3,Pokémon,Basic,Lightning,Rare,80.0,2,1,0,0,A legendary thunderbird Pokémon whose anger is said to cause storms. Some say it has lived above the clouds for thousands of years.,1,40,4,4,10.0,0,0,0,0,0,0,0,0,1,0,0,0,"For each of your opponent's Benched Pokémon, flip a coin. If heads, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, Zapdos does 10 damage times the number of tails to itself. "
base3-31,Arbok,base3,Pokémon,Stage 1,Grass,Uncommon,60.0,2,0,1,0,It is rumored that the ferocious warning markings on its belly differ from area to area.,2,20,1,3,8.333333333333334,0,0,0,0,0,1,0,0,1,0,1,0,"Flip a coin. If heads and if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.) The Defending Pokémon is now Poisoned. "
base3-32,Cloyster,base3,Pokémon,Stage 1,Water,Uncommon,50.0,2,0,1,0,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",2,30,2,2,15.0,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage). Flip 2 coins. This attack does 30 damage times the number of heads. "
base3-33,Gastly,base3,Pokémon,Basic,Psychic,Uncommon,50.0,0,1,0,0,"A mysterious Pokémon. Some say it is a lifeform from another dimension, while other believe it is formed from smog.",2,10,1,2,5.0,0,0,0,0,0,1,0,1,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself. "
base3-34,Golbat,base3,Pokémon,Stage 1,Grass,Uncommon,60.0,0,0,1,0,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",2,30,3,3,8.333333333333334,0,0,0,0,0,0,0,0,0,1,0,0," Remove a number of damage counters from Golbat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Golbat has fewer damage counters than that, remove all of them. "
base3-35,Golduck,base3,Pokémon,Stage 1,Water,Uncommon,70.0,1,0,1,0,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",2,20,1,3,8.333333333333334,0,0,0,0,0,1,0,1,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it. "
base3-36,Golem,base3,Pokémon,Stage 2,Fighting,Uncommon,80.0,4,0,0,1,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,2,100,4,4,20.0,0,0,0,0,0,0,0,0,0,0,0,0, Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Golem does 100 damage to itself. 
base3-37,Graveler,base3,Pokémon,Stage 1,Fighting,Uncommon,60.0,2,0,1,0,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,2,40,2,3,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,"During your opponent's next turn, whenever 30 or less damage is done to Graveler (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)  "
base3-38,Kingler,base3,Pokémon,Stage 1,Water,Uncommon,60.0,3,0,1,0,"The large pincer has 10,000 horsepower of crushing power. However, its huge size makes it unwieldy to use.",2,40,1,3,11.666666666666668,0,0,0,0,0,0,0,0,0,1,0,0,Does 10 damage times the number of damage counters on Kingler.  
base3-39,Magmar,base3,Pokémon,Basic,Fire,Uncommon,70.0,1,1,0,0,Found at the mouths of volcanoes and extremely hard to spot. There are very few instances of capturing this Pokémon.,2,20,1,2,10.0,0,0,0,0,0,1,0,0,1,0,0,0,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. Flip a coin. If heads, the Defending Pokémon is now Poisoned. "
base3-40,Omastar,base3,Pokémon,Stage 2,Water,Uncommon,70.0,1,0,0,1,A prehistoric Pokémon that died out when its heavy shell made it impossible for it to catch prey.,2,30,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Does 20 damage plus 10 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. Flip 2 coins. This attack does 30 damage times the number of heads. 
base3-41,Sandslash,base3,Pokémon,Stage 1,Fighting,Uncommon,70.0,1,0,1,0,Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.,2,20,2,2,10.0,0,0,0,0,0,0,0,0,0,0,0,0, Flip 3 coins. This attack does 20 damage times the number of heads. 
base3-42,Seadra,base3,Pokémon,Stage 1,Water,Uncommon,60.0,1,0,1,0,Capable of swimming backward by rapidly flapping its wing-like pectoral fins and stout tail.,2,20,2,3,8.333333333333334,0,0,0,0,0,0,0,0,1,0,0,1,"Does 20 damage plus 10 more damage for each Water Energy attached to Seadra but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Seadra. "
base3-43,Slowbro,base3,Pokémon,Stage 1,Psychic,Uncommon,60.0,1,0,1,0,The Shellder that is latched onto Slowpoke's tail is said to feed on the host's left-over scraps.,1,20,2,2,10.0,1,1,0,0,0,1,0,0,1,1,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to Slowbro as long as you don't Knock Out Slowbro. This power can't be used if Slowbro is Asleep, Confused, or Paralyzed. Strange Behavior"
base3-44,Tentacruel,base3,Pokémon,Stage 1,Water,Uncommon,60.0,0,0,1,0,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",2,10,1,2,2.5,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Confused. The Defending Pokémon is now Poisoned. "
base3-45,Weezing,base3,Pokémon,Stage 1,Grass,Uncommon,60.0,1,0,1,0,"Where two kinds of poison gases meet, two Koffings can fuse into a Weezing over many years.",2,60,2,3,15.0,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. Does 10 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Weezing does 60 damage to itself. "
base3-46,Ekans,base3,Pokémon,Basic,Grass,Common,40.0,1,1,0,0,Moves silently and stealthily. Eats the eggs of birds such as Pidgey and Spearow whole.,2,20,1,2,5.0,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. Flip a coin. If heads, the Defending Pokémon is now Paralyzed. "
base3-47,Geodude,base3,Pokémon,Basic,Fighting,Common,50.0,1,1,0,0,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",1,10,2,2,5.0,0,0,0,0,0,0,0,0,1,0,0,0,Flip a coin until you get tails. This attack does 10 damage times the number of heads. 
base3-48,Grimer,base3,Pokémon,Basic,Grass,Common,50.0,1,1,0,0,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,2,10,1,1,5.0,0,0,0,0,0,1,0,0,1,0,0,1,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance). "
base3-49,Horsea,base3,Pokémon,Basic,Water,Common,40.0,0,1,0,0,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,1,10,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. "
base3-50,Kabuto,base3,Pokémon,Stage 1,Fighting,Common,30.0,1,0,1,0,A Pokémon that was resurrected from a fossil found in what was once the ocean floor eons ago.,1,10,1,1,10.0,1,1,0,0,0,1,0,0,0,0,0,0," Whenever an attack (even your own) does damage to Kabuto (after applying Weakness and Resistance), that attack does half the damage to Kabuto (rounded down to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Kabuto is Asleep, Confused, or Paralyzed. Kabuto Armor"
base3-51,Krabby,base3,Pokémon,Basic,Water,Common,50.0,2,1,0,0,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",2,20,1,2,5.0,0,0,0,1,0,0,0,0,0,0,0,0,Search your deck for a Basic Pokémon named Krabby and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench if full.)  
base3-52,Omanyte,base3,Pokémon,Stage 1,Water,Common,40.0,1,0,1,0,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",1,10,1,1,10.0,1,1,0,0,0,1,0,0,0,0,0,0,"Does 10 damage plus 10 more damage for each Water Energy attached to Omanyte but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. Your opponent plays with his or her hand face up. This power stops working while Omanyte is Asleep, Confused, or Paralyzed. Clairvoyance"
base3-53,Psyduck,base3,Pokémon,Basic,Water,Common,50.0,1,1,0,0,"While lulling its enemies with its vacant look, this wily Pokémon will use psychokinetic powers.",2,10,1,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,Your opponent can't play Trainer cards during his or her next turn. Flip 3 coins. This attack does 10 damage times the number of heads. 
base3-54,Shellder,base3,Pokémon,Basic,Water,Common,30.0,1,1,0,0,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,2,0,1,1,0.0,0,0,0,0,0,1,0,0,1,0,0,1,"Flip a coin. If heads, the Defending Pokémon is now Confused. Flip a coin. If heads, prevent all damage done to Shellder during your opponent's next turn. (Any other effects of attacks still happen.) "
base3-55,Slowpoke,base3,Pokémon,Basic,Psychic,Common,50.0,1,1,0,0,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,2,0,1,2,0.0,0,0,0,0,1,0,0,1,1,1,0,0,"Flip a coin. If heads, remove a damage counter from Slowpoke. This attack can't be used if Slowpoke has no damage counters on it. Discard 1 Psychic Energy card attached to Slowpoke in order to use this attack. Put a Trainer card from your discard pile into your hand. "
base3-56,Tentacool,base3,Pokémon,Basic,Water,Common,30.0,0,1,0,0,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,1,10,1,1,10.0,1,1,0,0,0,1,0,1,0,0,0,0," At any time during your turn (before your attack), you may return Tentacool to your hand. (Discard all cards attached to Tentacool.) This power can't be used the turn you put Tentacool into play or if Tentacool is Asleep, Confused, or Paralyzed. Cowardice"
base3-57,Zubat,base3,Pokémon,Basic,Grass,Common,40.0,0,1,0,0,Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.,2,10,2,2,2.5,0,0,0,0,0,1,0,0,1,1,0,0,"Flip a coin. If heads, the Defending Pokémon is now Confused. Remove a number of damage counters from Zubat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Zubat has fewer damage counters than that, remove all of them. "
base3-58,Mr. Fuji,base3,Trainer,,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base3-59,Energy Search,base3,Trainer,,,Common,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base3-60,Gambler,base3,Trainer,,,Common,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base3-61,Recycle,base3,Trainer,,,Common,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base3-62,Mysterious Fossil,base3,Trainer,,,Common,10.0,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base4-1,Alakazam,base4,Pokémon,Stage 2,Psychic,Rare Holo,80.0,3,0,0,1,Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5000.,1,30,3,3,10.0,1,1,0,0,0,1,0,0,1,1,0,0,"Flip a coin. If heads, the Defending Pokémon is now Confused. As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to another as long as you don't Knock Out that Pokémon. This power can't be used if Alakazam is Asleep, Confused, or Paralyzed. Damage Swap"
base4-2,Blastoise,base4,Pokémon,Stage 2,Water,Rare Holo,100.0,3,0,0,1,A brutal Pokémon with pressurized water jets on its shell. They are used for high-speed tackles.,1,40,3,3,13.333333333333334,1,1,0,0,0,1,1,0,0,0,0,0,"Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. As often as you like during your turn (before your attack), you may attach 1 Water Energy card to 1 of your Water Pokémon. (This doesn't use up your 1 Energy card attachment for the turn.) This power can't be used if Blastoise is Asleep, Confused, or Paralyzed. Rain Dance"
base4-3,Chansey,base4,Pokémon,Basic,Colorless,Rare Holo,120.0,1,1,0,0,A rare and elusive Pokémon that is said to bring happiness to those who manage to catch it.,2,80,2,4,10.0,0,0,0,0,0,0,0,0,1,0,0,1,"Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. (Any other effects of attacks still happen.) Chansey does 80 damage to itself. "
base4-4,Charizard,base4,Pokémon,Stage 2,Fire,Rare Holo,120.0,3,0,0,1,Spits fire that is hot enough to melt boulders. Known to unintentionally cause forest fires.,1,100,4,4,25.0,1,1,0,0,0,1,0,1,0,0,0,0,"Discard 2 Energy cards attached to Charizard in order to use this attack. As often as you like during your turn (before your attack), you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is Asleep, Confused, or Paralyzed. Energy Burn"
base4-5,Clefable,base4,Pokémon,Stage 1,Colorless,Rare Holo,70.0,2,0,1,0,A timid Fairy Pokémon that is rarely seen. It will run and hide the moment it senses people.,2,0,1,2,0.0,0,0,0,0,0,0,0,1,0,0,0,1,"Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.) All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance). "
base4-6,Clefairy,base4,Pokémon,Basic,Colorless,Rare Holo,40.0,1,1,0,0,Its magical and cute appeal has many admirers. It is rare and found only in certain areas.,2,0,1,3,0.0,0,0,0,0,0,1,0,1,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Asleep. Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefairy's type is still Colorless.) "
base4-7,Gyarados,base4,Pokémon,Stage 1,Water,Rare Holo,100.0,3,0,1,0,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",2,50,3,4,13.333333333333334,0,0,0,0,0,1,0,0,1,0,0,0," Flip a coin. If heads, the Defending Pokémon is now Paralyzed. "
base4-8,Hitmonchan,base4,Pokémon,Basic,Fighting,Rare Holo,70.0,2,1,0,0,"While seeming to do nothing, it fires punches in lightning-fast volleys that are impossible to see.",2,40,1,3,16.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,  
base4-9,Magneton,base4,Pokémon,Stage 1,Lightning,Rare Holo,60.0,1,0,1,0,Formed by several Magnemites linked together. It frequently appears when sunspots flare up.,2,80,3,4,15.0,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. Does 20 damage to each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 80 damage to itself. "
base4-10,Mewtwo,base4,Pokémon,Basic,Psychic,Rare Holo,60.0,3,1,0,0,A scientist created this Pokémon after years of horrific gene-splicing and DNA engineering experiments.,2,10,2,2,2.5,0,0,0,0,0,0,0,1,0,0,0,1,"Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon. Discard 1 Psychic Energy card attached to Mewtwo in order to use this attack. During your opponent's next turn, prevent all effects of attacks, including damage, done to Mewtwo. "
base4-11,Nidoking,base4,Pokémon,Stage 2,Grass,Rare Holo,90.0,3,0,0,1,"Uses its powerful tail in battle to smash, constrict, then break its prey's bones.",2,30,3,3,8.333333333333334,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Nidoking does 10 damage to itself. The Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned). "
base4-12,Nidoqueen,base4,Pokémon,Stage 2,Grass,Rare Holo,90.0,3,0,0,1,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,2,50,2,4,11.25,0,0,0,0,0,0,0,0,0,0,0,0,Does 20 damage plus 20 more damage for each Nidoking you have in play.  
base4-13,Ninetales,base4,Pokémon,Stage 1,Fire,Rare Holo,80.0,1,0,1,0,"Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse.",2,80,2,4,10.0,0,0,0,0,0,0,0,1,0,0,1,0,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon. Discard 1 Fire Energy card attached to Ninetales in order to use this attack. "
base4-14,Pidgeot,base4,Pokémon,Stage 2,Colorless,Rare Holo,80.0,0,0,0,1,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp.",2,30,2,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0," Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand. "
base4-15,Poliwrath,base4,Pokémon,Stage 2,Water,Rare Holo,90.0,3,0,0,1,An adept swimmer at both the front crawl and breaststroke. Easily overtakes the best human swimmers.,2,40,3,4,10.0,0,0,0,0,0,0,0,1,0,0,0,0,"Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it. "
base4-16,Raichu,base4,Pokémon,Stage 1,Lightning,Rare Holo,80.0,1,0,1,0,Its long tail serves as a ground to protect itself from its own high-voltage power.,2,60,3,4,10.833333333333334,0,0,0,0,0,0,0,0,1,0,0,1,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu. Flip a coin. If tails, Raichu does 30 damage to itself. "
base4-17,Scyther,base4,Pokémon,Basic,Grass,Rare Holo,70.0,0,1,0,0,"With ninja-like agility and speed, it can create the illusion that there is more than one of it.",2,30,1,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,"During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.  "
base4-18,Venusaur,base4,Pokémon,Stage 2,Grass,Rare Holo,100.0,2,0,0,1,This plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,1,60,4,4,15.0,1,1,0,0,0,1,0,0,0,0,0,0," As often as you like during your turn (before your attack), you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed. Energy Trans"
base4-19,Wigglytuff,base4,Pokémon,Stage 1,Colorless,Rare Holo,80.0,2,0,1,0,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.",2,10,1,3,1.6666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,The Defending Pokémon is now Asleep. Does 10 damage plus 10 more damage for each of your Benched Pokémon. 
base4-20,Zapdos,base4,Pokémon,Basic,Lightning,Rare Holo,90.0,3,1,0,0,A legendary bird Pokémon said to appear from clouds while wielding enormous lightning bolts.,2,100,4,4,20.0,0,0,0,0,0,0,0,1,1,0,0,0,"Flip a coin. If tails, Zapdos does 30 damage to itself. Discard all Energy cards attached to Zapdos in order to use this attack. "
base4-21,Beedrill,base4,Pokémon,Stage 2,Grass,Rare,80.0,0,0,0,1,"Flies at high speed and attacks using the large, venomous stingers on its forelegs and tail.",2,40,3,3,11.666666666666668,0,0,0,0,0,1,0,0,1,0,0,0,"Flip 2 coins. This attack does 30 damage times the number of heads. Flip a coin. If heads, the Defending Pokémon is now Poisoned. "
base4-22,Dragonair,base4,Pokémon,Stage 1,Colorless,Rare,80.0,2,0,1,0,A mystical Pokémon that exudes a gentle aura. Has the ability to change climate conditions.,2,30,3,4,7.5,0,0,0,0,0,0,0,1,0,0,0,0,"Flip 2 coins. This attack does 30 damage times the number of heads. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it. "
base4-23,Dugtrio,base4,Pokémon,Stage 1,Fighting,Rare,70.0,2,0,1,0,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.,2,70,3,4,15.416666666666668,0,0,0,0,0,0,0,0,0,0,0,0, Does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) 
base4-24,Electabuzz,base4,Pokémon,Basic,Lightning,Rare,70.0,2,1,0,0,"Normally found near power plants, it can wander away and cause major blackouts in cities.",2,30,1,2,12.5,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Electabuzz does 10 damage to itself. "
base4-25,Electrode,base4,Pokémon,Stage 1,Lightning,Rare,80.0,1,0,1,0,It stores electrical energy under very high pressure. It often explodes with little or no provocation.,1,50,3,3,16.666666666666668,1,1,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If tails, Electrode does 10 damage to itself. At any time during your turn (before your attack), you may Knock Out Electrode and attach it to 1 of your other Pokémon. If you do, choose a type of Energy. Electrode is now an Energy card of that type (instead of a Pokémon) that provides 2 energy. This power can't be used if Electrode is Asleep, Confused, or Paralyzed. Buzzap"
base4-26,Kangaskhan,base4,Pokémon,Basic,Colorless,Rare,90.0,3,1,0,0,The infant rarely ventures out of its mother's protective pouch until it is three years old.,2,20,1,4,2.5,0,0,1,0,0,0,0,0,0,0,0,0,Draw a card. Flip 4 coins. This attack does 20 damage times the number of heads. 
base4-27,Mr. Mime,base4,Pokémon,Basic,Psychic,Rare,40.0,1,1,0,0,"If interrupted while miming, it will slap around the enemy with its broad hands.",1,10,2,2,5.0,1,1,0,0,0,1,0,0,0,1,0,1,"Does 10 damage plus 10 more damage for each damage counter on the Defending Pokémon. Whenever an attack (including your own) does 30 or more damage to Mr. Mime (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.) This power stops working while Mr. Mime is Asleep, Confused, or Paralyzed. Invisible Wall"
base4-28,Pidgeotto,base4,Pokémon,Stage 1,Colorless,Rare,60.0,1,0,1,0,"Very protective of its sprawling territory, this Pokémon will fiercely peck at any intruder.",2,20,2,3,5.0,0,0,0,0,0,0,0,0,0,0,1,0,"If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.) If Pidgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the Defending Pokémon. "
base4-29,Pinsir,base4,Pokémon,Basic,Grass,Rare,60.0,1,1,0,0,"If it fails to crush the victim in its pincers, it will swing its victim around and toss it hard.",2,50,2,4,11.25,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.  "
base4-30,Snorlax,base4,Pokémon,Basic,Colorless,Rare,90.0,4,1,0,0,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",1,30,4,4,7.5,1,1,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed. Thick Skinned"
base4-31,Venomoth,base4,Pokémon,Stage 1,Grass,Rare,70.0,0,0,1,0,The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.,1,10,2,2,5.0,1,1,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned. Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed. Shift"
base4-32,Victreebel,base4,Pokémon,Stage 2,Grass,Rare,80.0,2,0,0,1,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",2,20,1,2,5.0,0,0,0,0,0,0,0,0,1,0,1,0,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon. Flip a coin. If heads, the Defending Pokémon can't retreat during your next turn. "
