card_id,name,set_code,supertype,subtypes,hp,types,evolves_from,retreat_cost,weaknesses,rarity,attacks_json,abilities_json,flavor_text
base3-3,Ditto,base3,Pokémon,Basic,50,Colorless,,Colorless,Fighting,Rare Holo,[],"[{""name"": ""Transform"", ""type"": ""Pokémon Power"", ""text"": ""If Ditto is your Active Pokémon, treat it as if it were the same card as the Defending Pokémon, including type, Hit Points, Weakness, and so on, except Ditto can't evolve, always has this Pokémon Power, and you may treat any Energy attached to Ditto as Energy of any type. Ditto isn't a copy of any other Pokémon while Ditto is Asleep, Confused, or Paralyzed.""}]",Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.
base3-4,Dragonite,base3,Pokémon,Stage 2,100,Colorless,Dragonair,Colorless,,Rare Holo,"[{""name"": ""Slam"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""40×"", ""text"": ""Flip 2 coins. This attack does 40 damage times the number of heads.""}]","[{""name"": ""Step In"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), if Dragonite is on your Bench, you may switch it with your Active Pokémon.""}]",An extremely rarely seen marine Pokémon. Its intelligence is said to match that of humans.
base3-5,Gengar,base3,Pokémon,Stage 2,80,Psychic,Haunter,Colorless,,Rare Holo,"[{""name"": ""Dark Mind"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""30"", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{""name"": ""Curse"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokémon to another (even if it would Knock Out the other Pokémon). This power can't be used if Gengar is Asleep, Confused, or Paralyzed.""}]","Under a full moon, this Pokémon likes to mimic the shadows of people and laugh at their fright."
base3-6,Haunter,base3,Pokémon,Stage 1,50,Psychic,Gastly,,,Rare Holo,"[{""name"": ""Nightmare"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""10"", ""text"": ""The Defending Pokémon is now Asleep.""}]","[{""name"": ""Transparency"", ""type"": ""Pokémon Power"", ""text"": ""Whenever an attack does anything to Haunter, flip a coin. If heads, prevent all effects of that attack, including damage, done to Haunter. This power stops working while Haunter is Asleep, Confused, or Paralyzed.""}]","Because of its ability to slip through block walls, it is said to be from another dimension."
base3-7,Hitmonlee,base3,Pokémon,Basic,60,Fighting,,Colorless,Psychic,Rare Holo,"[{""name"": ""Stretch Kick"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {""name"": ""High Jump Kick"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""50"", ""text"": """"}]",[],"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
base3-8,Hypno,base3,Pokémon,Stage 1,90,Psychic,Drowzee,Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Prophecy"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Look at up to 3 cards from the top of either player's deck and rearrange them as you like.""}, {""name"": ""Dark Mind"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""30"", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],"When it locks eyes with an enemy, it will use a mix of psi moves such as Hypnosis and Confusion."
base3-9,Kabutops,base3,Pokémon,Stage 2,60,Fighting,Kabuto,Colorless,Grass,Rare Holo,"[{""name"": ""Sharp Sickle"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""30"", ""text"": """"}, {""name"": ""Absorb"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""40"", ""text"": ""Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.""}]",[],Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.
base3-10,Lapras,base3,Pokémon,Basic,80,Water,,Colorless|Colorless,Lightning,Rare Holo,"[{""name"": ""Water Gun"", ""cost"": [""Water""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {""name"": ""Confuse Ray"", ""cost"": [""Water"", ""Water""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]",[],A Pokémon that has been overhunted almost to extinction. It can ferry people across water.
base3-11,Magneton,base3,Pokémon,Stage 1,80,Lightning,Magnemite,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Sonicboom"", ""cost"": [""Lightning"", ""Colorless""], ""damage"": ""20"", ""text"": ""Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)""}, {""name"": ""Selfdestruct"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""100"", ""text"": ""Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 100 damage to itself.""}]",[],Formed by several Magnemites linked together. They frequently appear when sunspots flare up.
base3-12,Moltres,base3,Pokémon,Basic,70,Fire,,Colorless|Colorless,,Rare Holo,"[{""name"": ""Wildfire"", ""cost"": [""Fire""], ""damage"": """", ""text"": ""You may discard any number of Fire Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck.""}, {""name"": ""Dive Bomb"", ""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire""], ""damage"": ""80"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}]",[],Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
base3-13,Muk,base3,Pokémon,Stage 1,70,Grass,Grimer,Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Sludge"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]","[{""name"": ""Toxic Gas"", ""type"": ""Pokémon Power"", ""text"": ""Ignore all Pokémon Powers other than Toxic Gases. This power stops working while Muk is Asleep, Confused, or Paralyzed.""}]","Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
base3-14,Raichu,base3,Pokémon,Stage 1,90,Lightning,Pikachu,Colorless,Fighting,Rare Holo,"[{""name"": ""Gigashock"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""30"", ""text"": ""Choose 3 of your opponent's Benched Pokémon and this attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) If your opponent has fewer than 3 Benched Pokémon, do the damage to each of them.""}]",[],Its long tail serves as a ground to protect itself from its own high-voltage power.
base3-15,Zapdos,base3,Pokémon,Basic,80,Lightning,,Colorless|Colorless,,Rare Holo,"[{""name"": ""Thunderstorm"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""40"", ""text"": ""For each of your opponent's Benched Pokémon, flip a coin. If heads, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, Zapdos does 10 damage times the number of tails to itself.""}]",[],A legendary thunderbird Pokémon whose anger is said to cause storms. Some say it has lived above the clouds for thousands of years.
base3-16,Aerodactyl,base3,Pokémon,Stage 1,60,Fighting,Mysterious Fossil,Colorless|Colorless,Grass,Rare,"[{""name"": ""Wing Attack"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": """"}]","[{""name"": ""Prehistoric Power"", ""type"": ""Pokémon Power"", ""text"": ""No more Evolution cards can be played. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed.""}]",A ferocious prehistoric Pokémon that goes for the enemy's throat with its serrated saw-like fangs.
base3-17,Articuno,base3,Pokémon,Basic,70,Water,,Colorless|Colorless,,Rare,"[{""name"": ""Freeze Dry"", ""cost"": [""Water"", ""Water"", ""Water""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Blizzard"", ""cost"": [""Water"", ""Water"", ""Water"", ""Water""], ""damage"": ""50"", ""text"": ""Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],A legendary bird Pokémon that is said to appear to doomed people who are lost in icy mountains.
base3-18,Ditto,base3,Pokémon,Basic,50,Colorless,,Colorless,Fighting,Rare,[],"[{""name"": ""Transform"", ""type"": ""Pokémon Power"", ""text"": ""If Ditto is your Active Pokémon, treat it as if it were the same card as the Defending Pokémon, including type, Hit Points, Weakness, and so on, except Ditto can't evolve, always has this Pokémon Power, and you may treat any Energy attached to Ditto as Energy of any type. Ditto isn't a copy of any other Pokémon while Ditto is Asleep, Confused, or Paralyzed.""}]",Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.
base3-19,Dragonite,base3,Pokémon,Stage 2,100,Colorless,Dragonair,Colorless,,Rare,"[{""name"": ""Slam"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""40×"", ""text"": ""Flip 2 coins. This attack does 40 damage times the number of heads.""}]","[{""name"": ""Step In"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), if Dragonite is on your Bench, you may switch it with your Active Pokémon.""}]",An extremely rarely seen marine Pokémon. Its intelligence is said to match that of humans.
base3-20,Gengar,base3,Pokémon,Stage 2,80,Psychic,Haunter,Colorless,,Rare,"[{""name"": ""Dark Mind"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""30"", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{""name"": ""Curse"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokémon to another (even if it would Knock Out the other Pokémon). This power can't be used if Gengar is Asleep, Confused, or Paralyzed.""}]","Under a full moon, this Pokémon likes to mimic the shadows of people and laugh at their fright."
base3-21,Haunter,base3,Pokémon,Stage 1,50,Psychic,Gastly,,,Rare,"[{""name"": ""Nightmare"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""10"", ""text"": ""The Defending Pokémon is now Asleep.""}]","[{""name"": ""Transparency"", ""type"": ""Pokémon Power"", ""text"": ""Whenever an attack does anything to Haunter, flip a coin. If heads, prevent all effects of that attack, including damage, done to Haunter. This power stops working while Haunter is Asleep, Confused, or Paralyzed.""}]","Because of its ability to slip through block walls, it is said to be from another dimension."
base3-22,Hitmonlee,base3,Pokémon,Basic,60,Fighting,,Colorless,Psychic,Rare,"[{""name"": ""Stretch Kick"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {""name"": ""High Jump Kick"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""50"", ""text"": """"}]",[],"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
base3-23,Hypno,base3,Pokémon,Stage 1,90,Psychic,Drowzee,Colorless|Colorless,Psychic,Rare,"[{""name"": ""Prophecy"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Look at up to 3 cards from the top of either player's deck and rearrange them as you like.""}, {""name"": ""Dark Mind"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""30"", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],"When it locks eyes with an enemy, it will use a mix of psi moves such as Hypnosis and Confusion."
base3-24,Kabutops,base3,Pokémon,Stage 2,60,Fighting,Kabuto,Colorless,Grass,Rare,"[{""name"": ""Sharp Sickle"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""30"", ""text"": """"}, {""name"": ""Absorb"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""40"", ""text"": ""Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.""}]",[],Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids. 
base3-25,Lapras,base3,Pokémon,Basic,80,Water,,Colorless|Colorless,Lightning,Rare,"[{""name"": ""Water Gun"", ""cost"": [""Water""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {""name"": ""Confuse Ray"", ""cost"": [""Water"", ""Water""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]",[],A Pokémon that has been overhunted almost to extinction. It can ferry people across water.
base3-26,Magneton,base3,Pokémon,Stage 1,80,Lightning,Magnemite,Colorless|Colorless,Fighting,Rare,"[{""name"": ""Sonicboom"", ""cost"": [""Lightning"", ""Colorless""], ""damage"": ""20"", ""text"": ""Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)""}, {""name"": ""Selfdestruct"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""100"", ""text"": ""Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 100 damage to itself.""}]",[],Formed by several Magnemites linked together. They frequently appear when sunspots flare up.
base3-27,Moltres,base3,Pokémon,Basic,70,Fire,,Colorless|Colorless,,Rare,"[{""name"": ""Wildfire"", ""cost"": [""Fire""], ""damage"": """", ""text"": ""You may discard any number of Fire Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck.""}, {""name"": ""Dive Bomb"", ""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire""], ""damage"": ""80"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}]",[],Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
base3-28,Muk,base3,Pokémon,Stage 1,70,Grass,Grimer,Colorless|Colorless,Psychic,Rare,"[{""name"": ""Sludge"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]","[{""name"": ""Toxic Gas"", ""type"": ""Pokémon Power"", ""text"": ""Ignore all Pokémon Powers other than Toxic Gases. This power stops working while Muk is Asleep, Confused, or Paralyzed.""}]","Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
base3-29,Raichu,base3,Pokémon,Stage 1,90,Lightning,Pikachu,Colorless,Fighting,Rare,"[{""name"": ""Gigashock"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""30"", ""text"": ""Choose 3 of your opponent's Benched Pokémon and this attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) If your opponent has fewer than 3 Benched Pokémon, do that damage to each of them.""}]",[],Its long tail serves as a ground to protect itself from its own high voltage power.
base3-30,Zapdos,base3,Pokémon,Basic,80,Lightning,,Colorless|Colorless,,Rare,"[{""name"": ""Thunderstorm"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""40"", ""text"": ""For each of your opponent's Benched Pokémon, flip a coin. If heads, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, Zapdos does 10 damage times the number of tails to itself.""}]",[],A legendary thunderbird Pokémon whose anger is said to cause storms. Some say it has lived above the clouds for thousands of years.
base3-31,Arbok,base3,Pokémon,Stage 1,60,Grass,Ekans,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Terror Strike"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads and if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)""}, {""name"": ""Poison Fang"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""The Defending Pokémon is now Poisoned.""}]",[],It is rumored that the ferocious warning markings on its belly differ from area to area.
base3-32,Cloyster,base3,Pokémon,Stage 1,50,Water,Shellder,Colorless|Colorless,Lightning,Uncommon,"[{""name"": ""Clamp"", ""cost"": [""Water"", ""Water""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage).""}, {""name"": ""Spike Cannon"", ""cost"": [""Water"", ""Water""], ""damage"": ""30×"", ""text"": ""Flip 2 coins. This attack does 30 damage times the number of heads.""}]",[],"When attacked, it launches its horns in quick volleys. Its innards have never been seen."
base3-33,Gastly,base3,Pokémon,Basic,50,Psychic,,,,Uncommon,"[{""name"": ""Lick"", ""cost"": [""Psychic""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Energy Conversion"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": """", ""text"": ""Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself.""}]",[],"A mysterious Pokémon. Some say it is a lifeform from another dimension, while other believe it is formed from smog."
base3-34,Golbat,base3,Pokémon,Stage 1,60,Grass,Zubat,,Psychic,Uncommon,"[{""name"": ""Wing Attack"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": """"}, {""name"": ""Leech Life"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""Remove a number of damage counters from Golbat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Golbat has fewer damage counters than that, remove all of them.""}]",[],"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly."
base3-35,Golduck,base3,Pokémon,Stage 1,70,Water,Psyduck,Colorless,Lightning,Uncommon,"[{""name"": ""Psyshock"", ""cost"": [""Psychic""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Hyper Beam"", ""cost"": [""Water"", ""Water"", ""Colorless""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.""}]",[],"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa."
base3-36,Golem,base3,Pokémon,Stage 2,80,Fighting,Graveler,Colorless|Colorless|Colorless|Colorless,Grass,Uncommon,"[{""name"": ""Avalanche"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""60"", ""text"": """"}, {""name"": ""Selfdestruct"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""100"", ""text"": ""Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Golem does 100 damage to itself.""}]",[],Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
base3-37,Graveler,base3,Pokémon,Stage 1,60,Fighting,Geodude,Colorless|Colorless,Grass,Uncommon,"[{""name"": ""Harden"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": """", ""text"": ""During your opponent's next turn, whenever 30 or less damage is done to Graveler (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)""}, {""name"": ""Rock Throw"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""40"", ""text"": """"}]",[],Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
base3-38,Kingler,base3,Pokémon,Stage 1,60,Water,Krabby,Colorless|Colorless|Colorless,Lightning,Uncommon,"[{""name"": ""Flail"", ""cost"": [""Water""], ""damage"": ""10×"", ""text"": ""Does 10 damage times the number of damage counters on Kingler.""}, {""name"": ""Crabhammer"", ""cost"": [""Water"", ""Water"", ""Colorless""], ""damage"": ""40"", ""text"": """"}]",[],"The large pincer has 10,000 horsepower of crushing power. However, its huge size makes it unwieldy to use."
base3-39,Magmar,base3,Pokémon,Basic,70,Fire,,Colorless,Water,Uncommon,"[{""name"": ""Smokescreen"", ""cost"": [""Fire""], ""damage"": ""10"", ""text"": ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}, {""name"": ""Smog"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]",[],Found at the mouths of volcanoes and extremely hard to spot. There are very few instances of capturing this Pokémon.
base3-40,Omastar,base3,Pokémon,Stage 2,70,Water,Omanyte,Colorless,Grass,Uncommon,"[{""name"": ""Water Gun"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Does 20 damage plus 10 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {""name"": ""Spike Cannon"", ""cost"": [""Water"", ""Water""], ""damage"": ""30×"", ""text"": ""Flip 2 coins. This attack does 30 damage times the number of heads.""}]",[],A prehistoric Pokémon that died out when its heavy shell made it impossible for it to catch prey.
base3-41,Sandslash,base3,Pokémon,Stage 1,70,Fighting,Sandshrew,Colorless,Grass,Uncommon,"[{""name"": ""Slash"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Fury Swipes"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""20×"", ""text"": ""Flip 3 coins. This attack does 20 damage times the number of heads.""}]",[],Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.
base3-42,Seadra,base3,Pokémon,Stage 1,60,Water,Horsea,Colorless,Lightning,Uncommon,"[{""name"": ""Water Gun"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Does 20 damage plus 10 more damage for each Water Energy attached to Seadra but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {""name"": ""Agility"", ""cost"": [""Water"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Seadra.""}]",[],Capable of swimming backward by rapidly flapping its wing-like pectoral fins and stout tail.
base3-43,Slowbro,base3,Pokémon,Stage 1,60,Psychic,Slowpoke,Colorless,Psychic,Uncommon,"[{""name"": ""Psyshock"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]","[{""name"": ""Strange Behavior"", ""type"": ""Pokémon Power"", ""text"": ""As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to Slowbro as long as you don't Knock Out Slowbro. This power can't be used if Slowbro is Asleep, Confused, or Paralyzed.""}]",The Shellder that is latched onto Slowpoke's tail is said to feed on the host's left-over scraps.
base3-44,Tentacruel,base3,Pokémon,Stage 1,60,Water,Tentacool,,Lightning,Uncommon,"[{""name"": ""Supersonic"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}, {""name"": ""Jellyfish Sting"", ""cost"": [""Water"", ""Water""], ""damage"": ""10"", ""text"": ""The Defending Pokémon is now Poisoned.""}]",[],"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
base3-45,Weezing,base3,Pokémon,Stage 1,60,Grass,Koffing,Colorless,Psychic,Uncommon,"[{""name"": ""Smog"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}, {""name"": ""Selfdestruct"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""60"", ""text"": ""Does 10 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Weezing does 60 damage to itself.""}]",[],"Where two kinds of poison gases meet, two Koffings can fuse into a Weezing over many years."
base3-46,Ekans,base3,Pokémon,Basic,40,Grass,,Colorless,Psychic,Common,"[{""name"": ""Spit Poison"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}, {""name"": ""Wrap"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],Moves silently and stealthily. Eats the eggs of birds such as Pidgey and Spearow whole.
base3-47,Geodude,base3,Pokémon,Basic,50,Fighting,,Colorless,Grass,Common,"[{""name"": ""Stone Barrage"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""10×"", ""text"": ""Flip a coin until you get tails. This attack does 10 damage times the number of heads.""}]",[],"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
base3-48,Grimer,base3,Pokémon,Basic,50,Grass,,Colorless,Psychic,Common,"[{""name"": ""Nasty Goo"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Minimize"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).""}]",[],Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
base3-49,Horsea,base3,Pokémon,Basic,40,Water,,,Lightning,Common,"[{""name"": ""Smokescreen"", ""cost"": [""Water""], ""damage"": ""10"", ""text"": ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}]",[],Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
base3-50,Kabuto,base3,Pokémon,Stage 1,30,Fighting,Mysterious Fossil,Colorless,Grass,Common,"[{""name"": ""Scratch"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}]","[{""name"": ""Kabuto Armor"", ""type"": ""Pokémon Power"", ""text"": ""Whenever an attack (even your own) does damage to Kabuto (after applying Weakness and Resistance), that attack does half the damage to Kabuto (rounded down to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Kabuto is Asleep, Confused, or Paralyzed.""}]",A Pokémon that was resurrected from a fossil found in what was once the ocean floor eons ago.
base3-51,Krabby,base3,Pokémon,Basic,50,Water,,Colorless|Colorless,Lightning,Common,"[{""name"": ""Call for Family"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Search your deck for a Basic Pokémon named Krabby and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench if full.)""}, {""name"": ""Irongrip"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
base3-52,Omanyte,base3,Pokémon,Stage 1,40,Water,Mysterious Fossil,Colorless,Grass,Common,"[{""name"": ""Water Gun"", ""cost"": [""Water""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Water Energy attached to Omanyte but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}]","[{""name"": ""Clairvoyance"", ""type"": ""Pokémon Power"", ""text"": ""Your opponent plays with his or her hand face up. This power stops working while Omanyte is Asleep, Confused, or Paralyzed.""}]","Although long extinct, in rare cases, it can be genetically resurrected from fossils."
